Id,Name,SKU,Description,Price,Stock,CategoryId,IsActive,LucaId,Barcode,katana_product_id,katana_order_id,CreatedAt,UpdatedAt
441,ART3000/4000/5000 YAÐ AYIR. ÇIK.-KOND. PETEK SLND. KOMP.(SNH.) 32 20 00114,CL-32 11 00125 04,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:04.5938720,2025-12-06 21:56:04.5938721
444,ART22 EXP GÝRÝÞ BORUSU,CL-29 02 00355 00,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:04.7481560,2025-12-06 21:56:04.7481561
445,ART22 ICD YENÝ PETEK KONDENSER GÝRÝÞ RAKORU,CL-29 02 00312 03,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:04.7879812,2025-12-06 21:56:04.7879813
446,ART22 ICD YENÝ PETEK LÝKÝT DEPO ÇIKIÞ DRIER GÝRÝÞ RAKORU_x000D_,CL-29 02 00313 01,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:04.8437360,2025-12-06 21:56:04.8437360
447,32 20 00097 ART3300 / ART4400 / ART5500 KOMPRESÖR VAKUM BORUSU,CL-29 02 00328 00,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:04.9089026,2025-12-06 21:56:04.9089027
448,ART22 ICD YENÝ PETEK KONDENSER ÇIKIÞ LÝKÝT DEPO GÝRÝÞ RAKORU_x000D_,CL-29 02 00311 01,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:04.9692523,2025-12-06 21:56:04.9692525
449,ART3000-ART4000-5000 1.KONDENSER ÇIKIÞ-LÝKÝT DEPO GÝRÝÞ RAKORU 32 20 00100,CL-29 02 00329 02,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:05.0184250,2025-12-06 21:56:05.0184251
450,ART12/KC VERSÝYON-7 KOND.PETEK ÇIKIÞ-EXP.GÝRÝÞ BORUSU(32 20 00056),CL-29 02 00243 01,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:05.0468145,2025-12-06 21:56:05.0468147
451,ART22/IC-D 2017 D.(ISUZU8MT) DRIER ÇIKIÞ - EXP.GÝRÝÞ BORUSU,CL-29 02 00252 01,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:05.0856098,2025-12-06 21:56:05.0856099
452,C15X1,5mm 100mm Al Boru Düz,C15X1,5mm 100mm Al Boru Düz,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:05.1923472,2025-12-06 21:56:05.1923473
453,Ø18*1,5,C204288,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:05.2443268,2025-12-06 21:56:05.2443269
454,ART2500 KOND.PETEK ÇIKIÞ-LÝKÝT DEPO GÝRÝÞ REKORU,CL-29 02 00036 04,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:05.4954540,2025-12-06 21:56:05.4954541
456,ART1000-D KOND.PETEÐÝ ÇIKIÞ RAKORU(32 20 00057),CL-29 02 00045 05,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:06.6515092,2025-12-06 21:56:06.6515093
457,ÖN KARKAS,BMW E30  U,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:06.7076861,2025-12-06 21:56:06.7076862
458,ART2000D EXP. VALF GÝRÝÞ BORUSU 2016 MODEL(32 20 00014),CL-29 02 00196 05,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:06.7596858,2025-12-06 21:56:06.7596859
459,ALÜMÝNYUM BORU - SÝYAH BOYALI (28510),A1229,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:07.0924404,2025-12-06 21:56:07.0924405
460,Ø6*1 BANJOLU KOMPLE,A1270,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:07.3108634,2025-12-06 21:56:07.3108635
461,Ø28*1,5 BORU KOMPLE,A4002,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:07.4953678,2025-12-06 21:56:07.4953679
462,A1199-RAPRO Ø12X1 mm BANJOLU BORU - 896-19203-T,A1199,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:08.3504013,2025-12-06 21:56:08.3504015
463,A1197-RAPRO Ø12X1 mm BANJOLU BORU - 896-19205-T,A1197,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:08.8755506,2025-12-06 21:56:08.8755507
465,A1198-RAPRO Ø12X1 mm BANJOLU BORU - 896-19355-T,A1198,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:09.6989215,2025-12-06 21:56:09.6989216
466,SANDALYE AYAÐI,ADAS AYAK-UZUN TORNA,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:09.7246205,2025-12-06 21:56:09.7246206
468,MOBILYA AYAGI - Boru Yüzük,ADAS-02,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:09.8235347,2025-12-06 21:56:09.8235348
469,ALUMINYUM BORU,A1968,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:09.8969365,2025-12-06 21:56:09.8969366
470,Ø16*1,5 ALÜMÝNYUM RAPRO,A1969,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:10.0204315,2025-12-06 21:56:10.0204316
471,BÜKÜMLÜ BORU Ø34*2 DIKISLI,A1281,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:10.0806134,2025-12-06 21:56:10.0806135
472,Ø19*1,5 ALÜMÝNYUM RAPRO,A1297,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:10.4353983,2025-12-06 21:56:10.4353984
473,CNC TALAÞLI ÝMALAT,A1911,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:10.5251645,2025-12-06 21:56:10.5251646
475,A1194-RAPRO Ø12X1 mm BANJOLU BORU,A1194,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:10.8563300,2025-12-06 21:56:10.8563301
476,A1168 RAPRO Ø22*1 mm SIVAMA YÜZÜK,A1168,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:10.9340740,2025-12-06 21:56:10.9340745
477,A1186 - RAPRO Ø12X1 mm BANJOLU BORU,A1186,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:10.9832295,2025-12-06 21:56:10.9832296
478,YÜKSÜK SAÇ ALÇAK BASINÇ HORTUM ÝÇÝN,A1163/A,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:11.0718644,2025-12-06 21:56:11.0718644
479,A1189-RAPRO Ø12X1 mm BANJOLU BORU-896-19354-T,A1189,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:11.4043050,2025-12-06 21:56:11.4043051
480,A1190-RAPRO Ø12X1 mm BANJOLU BORU-896-19338-T,A1190,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:11.4621649,2025-12-06 21:56:11.4621649
481,STEEL PIPE SHAPED,A1160,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:11.5784542,2025-12-06 21:56:11.5784542
482,HORTUM REKORU (31129 - 31132),A1131,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:11.6569324,2025-12-06 21:56:11.6569325
483,A1112 RAPRO O-RÝNGLÝ DÜZ BORU NÝPPEL  ( Ø12X1ÇÇB),A1112,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:11.8922259,2025-12-06 21:56:11.8922260
484,HORTUM REKORU (88107-88102-92113),A1114,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:11.9639827,2025-12-06 21:56:11.9639828
485,HORTUM REKORU (19156),A1120,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:12.0448509,2025-12-06 21:56:12.0448510
486,HORTUM REKORU DIÞ (92104),A1121,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:12.5936046,2025-12-06 21:56:12.5936047
487,HORTUM REKORU (31128 - 31133),A1130,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:12.7941895,2025-12-06 21:56:12.7941896
488,PRESSURE PIPE ASSEMBLY FOR KOHLER,98402475,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:12.9538379,2025-12-06 21:56:12.9538380
489,PRESSURE PIPE Ø10 ASS - SÝYAH,98400846,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:13.0915963,2025-12-06 21:56:13.0915964
490,PRESSURE PIPE Ø8 ASSEMBLY (PASLANMAZ BORU),98400847,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:13.1923510,2025-12-06 21:56:13.1923511
491,PRESSURE PIPE Ø10 ASS (PASLANMAZ  BORU),98402078,NULL,5.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:13.2940110,2025-12-06 21:56:13.2940111
492,Ø48*3 BUKUMLU BORU,93504546-SUP,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:13.3894946,2025-12-06 21:56:13.3894949
493,Ø82,5*2,5 BUKUMLU BORU,93504548-SUP,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:13.7447741,2025-12-06 21:56:13.7447742
494,BAKIR BORU - 092-07688-499  JCI PIPE LOW AMBIENT YLAA,961127,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:13.7986307,2025-12-06 21:56:13.7986308
495,BAKIR BORU - 092-07688-553 JCI  PIPE LOW AMBIENT YLAA,961128,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:13.8238123,2025-12-06 21:56:13.8238124
496,Ø10*2 BUKUMLU BORU,92697807-SUP,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:13.8651598,2025-12-06 21:56:13.8651599
497,BAKIR BORU - 092-07688-545 LINE OIL JCI,923228,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:13.9225088,2025-12-06 21:56:13.9225089
498,BAKIR BORU - 092-07688-544 LINE OIL JCI,923227,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:14.0093992,2025-12-06 21:56:14.0093993
499,092-09474-083-BAKIR BORU JCI PIPE EQ 1/4 YLPA,901216,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:14.1302746,2025-12-06 21:56:14.1302747
500,BAKIR BORU - 092-09474-082 JCI PIPE EQ 1/4 YLPA,901215,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:14.2402321,2025-12-06 21:56:14.2402322
501,Ø10*1 BÜKÜMLÜ BORU,87413575-SUP,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:14.3120288,2025-12-06 21:56:14.3120288
502,Ø70*3 BÜKÜMLÜ BORU,87412402-SUP,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:14.4208806,2025-12-06 21:56:14.4208807
503,Ø50*2 BÜKÜMLÜ BORU,87406293-SUP,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:14.5114803,2025-12-06 21:56:14.5114804
504,Ø8 BUKUMLU MIL,85828018-SUP,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:15.0233129,2025-12-06 21:56:15.0233130
505,BAKIR BORU - 092-07688-246 JCI,844042,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:15.3280097,2025-12-06 21:56:15.3280098
506,BAKIR BORU - 092-07688-245 JCI Ø 9,52 x 0,635 mm,844041,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:15.4561692,2025-12-06 21:56:15.4561692
507,BAKIR BORU - 075-94028-017,841621,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:15.5230051,2025-12-06 21:56:15.5230052
508,BAKIR BORU - 075-94028-016 - TUBE,841450,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:15.6117903,2025-12-06 21:56:15.6117904
509,BAKIR BORU - 075-94028-015 - TUBE,841449,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:15.6564567,2025-12-06 21:56:15.6564567
510,BAKIR BORU - 075-94028-014 - TUBE,841448,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:15.7126312,2025-12-06 21:56:15.7126313
511,BAKIR BORU - 075-94028-013 - TUBE,841447,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:15.8927169,2025-12-06 21:56:15.8927170
512,Ø36*2 BÜKÜMLÜ BORU,84127681-SUP,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:16.5422822,2025-12-06 21:56:16.5422823
513,BN057515 (REV.A),8312123,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:17.5939423,2025-12-06 21:56:17.5939424
514,BN052035 PIPE, PRESSURE SENSOR STAGE 5 CATALYST,8311980,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:17.6953622,2025-12-06 21:56:17.6953623
515,BN050111 TUBE,WITH NUT EFDPS,8311955,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:17.7639447,2025-12-06 21:56:17.7639447
517,BORU KOMPLE SEP.CND4000 WTP.17.043,8020 50141 A02,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:18.0775270,2025-12-06 21:56:18.0775271
518,Ø16*1 BAKIR BORU,8020 49934-A00,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:18.1283586,2025-12-06 21:56:18.1283587
519,BORU KOMPLE SEP.CND FT43TR WTP.18.002,8020 47981-A04,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:18.2281518,2025-12-06 21:56:18.2281519
520,BORU CND GIRIS TONALE2000 WTP.17.042,8020 47937 A03,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:18.3204780,2025-12-06 21:56:18.3204781
521,EXP GIRIS BORUSU WTP.18.002,8020 47856 A03,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:18.3348695,2025-12-06 21:56:18.3348696
522,BORU KOMPLE CND RDR 4000 WTP.17.043,8020 47739 A03,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:18.3721016,2025-12-06 21:56:18.3721017
523,BORU KOMPLE SEP CND20 RT-D WTP.17.042,8020 47697 A02,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:18.5884418,2025-12-06 21:56:18.5884419
524,BORU KOMPLE CND RDR20 RT-D WTP.17.042,8020 47586 A03,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:18.6449437,2025-12-06 21:56:18.6449438
525,4521926-B.02,8020 46604 A00,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:18.6680772,2025-12-06 21:56:18.6680774
526,EFES-UC-CND-RDR-ARASI-BORU,8020 42481-A02,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:18.6937283,2025-12-06 21:56:18.6937283
527,CND-RDR ARASI ALM BORU,8020 39618-A01,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:18.7441223,2025-12-06 21:56:18.7441224
528,CARPÝ CND-RDR ARASI AL BORU,8020 38940,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:19.1086843,2025-12-06 21:56:19.1086844
529,820G100002 BAKIR BORU U MÝNÝ BEKO,8020 36476-A00,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:19.6379645,2025-12-06 21:56:19.6379646
531,Ø28*2 HAVA BORUSU,8.271.0.919.006.5,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:20.9452566,2025-12-06 21:56:20.9452567
533,Ø28x1,5 HAVA BORUSU,8.121.0.919.005.5,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:21.4348737,2025-12-06 21:56:21.4348738
537,HAVA BORU Ø18*1,5,8.080.0.919.005.5,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:21.9631689,2025-12-06 21:56:21.9631690
539,Ø15x1,5  HAVA BORUSU,8.040.0.919.013.5,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:22.2189431,2025-12-06 21:56:22.2189433
542,BAKIR BORU - 075-77930-006  JCI LINE HOT GAS SYSTEM 1 YLAA,758162,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:22.4350889,2025-12-06 21:56:22.4350891
543,075-62305-001,754944,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:22.4710529,2025-12-06 21:56:22.4710530
544,FRIGO 4000 EVAP SUBCOOLING RAKORU BAKIR WTP.17.043,7070 47472 B 01,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:22.5439117,2025-12-06 21:56:22.5439118
545,FRIGO 2000 EVAP SUBCOOLING RAKORU BAKIR WTP.17.042,7070 47375 B02,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:22.5753632,2025-12-06 21:56:22.5753633
546,ADAPTOR 3/8-2A 1/4-2HB WTP.17.042,7043 47931,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:22.6052045,2025-12-06 21:56:22.6052046
547,Ø38*3 DUZ BORU,6V-0293-SUP,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:22.6522408,2025-12-06 21:56:22.6522409
548,BAKIR BORU - 81.15255B Ø 12,7x0,85 JCI	PIPE, DISCHARGE, ARC-017,687111,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:22.6716462,2025-12-06 21:56:22.6716463
549,BAKIR BORU - 81.15256A Ø 12,7x0,85 JCI PIPE, LIQUID, ARC-017,686948,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:22.7511839,2025-12-06 21:56:22.7511840
550,BAKIR BORU - 81,15238 Ø 16 JCI PIPE, LIQUID, ARC-032/040,686369,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:22.8432511,2025-12-06 21:56:22.8432512
552,BAKIR BORU - 075-94028-011 - TUBE LINE,681558,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:23.3405042,2025-12-06 21:56:23.3405044
553,BAKIR BORU - 075-94028-010 TUBE LINE,681557,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:23.3641688,2025-12-06 21:56:23.3641689
554,BAKIR  BORU 075-94028-008,681556,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:23.5171374,2025-12-06 21:56:23.5171376
555,BAKIR BORU - 075-94028-009,674039,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:23.7727213,2025-12-06 21:56:23.7727214
556,BAKIR BORU - 81-15228-C Ø 16-JCI PIPE, LIQUID, ARH-032/040,665253,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:23.8892728,2025-12-06 21:56:23.8892729
557,81.15231A Ø 16 JCI CONNECTION TEV, 5/8,665252,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:24.0931302,2025-12-06 21:56:24.0931302
558,BAKIR BORU -81-15141 Ø9,52x0,635mm,662060,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:24.1360556,2025-12-06 21:56:24.1360557
559,BAKIR BORU -81.15140B Ø 12,7x0,85-JCI PIPE,662047,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:24.1759591,2025-12-06 21:56:24.1759592
560,BAKIR BORU - 81-15139 Ø12,7x0,85,662045,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:24.2161849,2025-12-06 21:56:24.2161849
561,BAKIR BORU 094-14367-056,6554672,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:24.2504962,2025-12-06 21:56:24.2504963
562,BAKIR BORU - 094-14367-055,6554671,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:24.3020211,2025-12-06 21:56:24.3020212
563,BAKIR BORU 094-14367-054,6554670,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:24.3736351,2025-12-06 21:56:24.3736352
564,BAKIR BORU 094-01401-854,6554657,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:24.4722874,2025-12-06 21:56:24.4722875
565,BAKIR BORU 094-01401-853,6554656,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:24.4880284,2025-12-06 21:56:24.4880285
566,BAKIR BORU 094-01401-852,6554655,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:24.8222313,2025-12-06 21:56:24.8222314
567,BAKIR BORU - 094-01401-703,6554649,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:24.9243205,2025-12-06 21:56:24.9243206
568,BAKIR BORU 094-01401-680,6554639,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:25.0352684,2025-12-06 21:56:25.0352685
569,BAKIR BORU 0094-01401-678,6554638,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:25.0890621,2025-12-06 21:56:25.0890622
570,BAKIR BORU 094-01401-675,6554636,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:25.6376577,2025-12-06 21:56:25.6376578
571,BAKIR BORU 094-01401-674,6554635,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:25.7162253,2025-12-06 21:56:25.7162254
572,BAKIR BORU 094-01401-673,6554634,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:26.0527115,2025-12-06 21:56:26.0527116
573,BAKIR BORU 094-01401-672,6554633,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:26.2014840,2025-12-06 21:56:26.2014841
574,BAKIR BORU 094-01401-671,6554632,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:26.2401776,2025-12-06 21:56:26.2401776
575,BAKIR BORU - 094-01401-640,6554602,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:26.3068030,2025-12-06 21:56:26.3068031
577,BAKIR BORU 094-01401-638,6554601,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:26.3884605,2025-12-06 21:56:26.3884606
578,BAKIR BORU - 094-01401-631 - TUBE,6554595,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:26.4095469,2025-12-06 21:56:26.4095471
579,BAKIR BORU - 094-01401-628 - TUBE,6554592,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:26.4591932,2025-12-06 21:56:26.4591933
581,BAKIR BORU - 094-01401-844,6506698,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:26.6007568,2025-12-06 21:56:26.6007569
582,BAKIR BORU-094-01401-843,6506697,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:26.6433570,2025-12-06 21:56:26.6433571
583,BAKIR BORU-094-01401-830,6506693,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:26.6643626,2025-12-06 21:56:26.6643627
584,BAKIR BORU-094-01401-825,6506689,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:26.7208113,2025-12-06 21:56:26.7208114
585,BAKIR BORU - 094-01401-804,6506688,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.0592601,2025-12-06 21:56:27.0592602
586,BAKIR BORU-094-01401-827,6506690,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.1153513,2025-12-06 21:56:27.1153514
587,BAKIR BORU - 094-01401-828,6506691,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.1597641,2025-12-06 21:56:27.1597643
588,094-19885-101 RELIEF VALVE EXHAUST PIPE,6501788,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.1992661,2025-12-06 21:56:27.1992662
589,094-19885-103 RELIEF VALVE EXHAUST PIPE,6501790,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.2389304,2025-12-06 21:56:27.2389305
590,094-19885-104 RELIEF VALVE EXHAUST PIPE,6501791,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.3371192,2025-12-06 21:56:27.3371193
591,094-19885-105 RELIEF VALVE EXHAUST PIPE,6501792,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.4020150,2025-12-06 21:56:27.4020151
592,094-19885-107 RELIEF VALVE EXHAUST PIPE,6501794,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.4260367,2025-12-06 21:56:27.4260368
593,BAKIR BORU - 073-43751-050,6506683,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.4756990,2025-12-06 21:56:27.4756990
594,BAKIR BORU - 073-43751-120,6506684,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.5709874,2025-12-06 21:56:27.5709875
595,BAKIR BORU -075-94028-003- TUBE LINE,648510,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.6228560,2025-12-06 21:56:27.6228561
596,BAKIR BORU - 075-94028-004,648511,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.6705647,2025-12-06 21:56:27.6705647
597,BAKIR BORU 094-12430-017,6476672,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.7033498,2025-12-06 21:56:27.7033499
598,BAKIR BORU 094-12430-016,6476671,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.7553616,2025-12-06 21:56:27.7553617
599,BAKIR BORU - 075-94028-005,648512,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.8241046,2025-12-06 21:56:27.8241047
600,BAKIR BORU - 075-94028-006,648513,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.8670387,2025-12-06 21:56:27.8670388
601,BAKIR - BORU - 075-94028-007,648514,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:27.9571496,2025-12-06 21:56:27.9571497
602,BAKIR BORU 094-01401-242,6472949,NULL,.00,0,1,1,NULL,NULL,NULL,NULL,2025-12-06 21:56:28.1921533,2025-12-06 21:56:28.1921534
